date,close
1,0.8150572776794434
2,0.8126043081283569
3,0.8305864930152893
4,0.7882230877876282
5,0.8987169861793518
6,0.9333377480506897
7,0.9293886423110962
8,0.9565465450286865
9,0.8886706233024597
10,0.8825935125350952
11,0.8256300091743469
12,0.856724202632904
13,0.9413308501243591
14,0.912444531917572
15,0.9508752226829529
16,0.9654373526573181
17,0.982166588306427
18,0.9780853986740112
19,0.9399347901344299
20,0.9450197815895081
21,0.8631303906440735
22,0.928914487361908
23,0.7321642637252808
24,0.9013529419898987
25,0.8675071597099304
26,0.5000807642936707
27,0.7266027331352234
28,0.9098047614097595
29,0.9112387895584106
30,0.8725754618644714
31,0.9151256084442139
32,0.7657684087753296
33,0.8303431272506714
34,0.9070314764976501
35,0.7370424270629883
36,0.41408416628837585
37,0.8922312259674072
38,0.9491228461265564
39,0.9682708978652954
40,0.9707369804382324
41,0.9880527257919312
42,0.9872593283653259
43,0.9928522706031799
44,0.9951352477073669
45,0.9907395839691162
46,0.9544856548309326
47,0.9178906083106995
48,0.951198399066925
