date,close
1,0.5598195195198059
2,0.8438403606414795
3,0.9281148314476013
4,0.9435083270072937
5,0.9509971737861633
6,0.9775635600090027
7,0.9689750671386719
8,0.9780410528182983
9,0.9154303073883057
10,0.9333475828170776
11,0.97495436668396
12,0.9693886041641235
13,0.9485820531845093
14,0.9439540505409241
15,0.9176130294799805
16,0.9670643210411072
17,0.8789154291152954
18,0.925134003162384
19,0.9468564987182617
20,0.8705815076828003
21,0.9057784676551819
22,0.8331546187400818
23,0.8733149766921997
24,0.7056504487991333
25,0.40856727957725525
26,0.44816601276397705
27,0.48296868801116943
28,0.21276554465293884
29,0.24425683915615082
30,0.11949358880519867
31,0.15666213631629944
32,0.3621465265750885
33,0.114089734852314
34,0.3497511148452759
35,0.19766145944595337
36,0.09082553535699844
37,0.08040247857570648
38,0.15306374430656433
39,0.0743933767080307
40,0.07076491415500641
41,0.13998429477214813
