date,close
1,0.7624547481536865
2,0.8764269948005676
3,0.9349562525749207
4,0.9601519107818604
5,0.965604305267334
6,0.9742923974990845
7,0.9837745428085327
8,0.9680511951446533
9,0.9786719083786011
10,0.9817463159561157
11,0.9841958284378052
12,0.980884313583374
13,0.9820370078086853
14,0.9849574565887451
15,0.9911422729492188
16,0.9939447045326233
17,0.9947600960731506
18,0.9944603443145752
19,0.9952687621116638
20,0.9960210919380188
21,0.9958957433700562
22,0.9967089891433716
23,0.9965354204177856
24,0.9957921504974365
25,0.9945318698883057
26,0.9905385971069336
27,0.991568386554718
28,0.9912647604942322
29,0.9870290756225586
