date,close
1,0.25066739320755005
2,0.6910619139671326
3,0.7581458687782288
4,0.8714035153388977
5,0.9375882744789124
6,0.9663047194480896
7,0.9726384878158569
8,0.9809517860412598
9,0.9915770292282104
10,0.9947829842567444
11,0.9949630498886108
12,0.9896174669265747
13,0.9936336278915405
14,0.9837326407432556
15,0.9939070343971252
16,0.9954663515090942
17,0.996155321598053
18,0.9967865943908691
19,0.996067225933075
20,0.9972883462905884
21,0.9977735877037048
22,0.9978349804878235
23,0.9983108043670654
24,0.9982036352157593
25,0.992763102054596
26,0.9899870753288269
27,0.9721913933753967
28,0.9521227478981018
29,0.9165239930152893
30,0.8989415764808655
31,0.8337585926055908
32,0.760108470916748
33,0.587821364402771
34,0.5704702138900757
35,0.28874471783638
36,0.1547464281320572
37,0.1501256823539734
38,0.10657938569784164
39,0.22329674661159515
40,0.3108702301979065
41,0.3194384276866913
42,0.3931146264076233
43,0.4077359735965729
44,0.4096810221672058
45,0.5741304159164429
46,0.4773503243923187
47,0.7507786750793457
48,0.40490224957466125
49,0.17760755121707916
50,0.3578489124774933
51,0.3176928162574768
52,0.13458774983882904
53,0.08309265971183777
54,0.10228268057107925
55,0.23892246186733246
56,0.07444008439779282
57,0.0838281661272049
58,0.0634508728981018
59,0.06841714680194855
60,0.05640913173556328
61,0.05689343065023422
62,0.05739019066095352
63,0.0509929433465004
