date,close
1,0.313586562871933
2,0.7810035347938538
3,0.8837786912918091
4,0.9688367247581482
5,0.9898352026939392
6,0.9960474371910095
7,0.9982622265815735
8,0.9987154006958008
9,0.9991208910942078
10,0.9992239475250244
11,0.9993094205856323
12,0.9993864297866821
13,0.9993568062782288
14,0.999464213848114
15,0.9993834495544434
16,0.9993938207626343
17,0.9993594288825989
18,0.9994410872459412
19,0.9993062019348145
20,0.9993233680725098
21,0.9992037415504456
22,0.9993777275085449
23,0.9994082450866699
24,0.9992703795433044
25,0.9991446733474731
26,0.9993255138397217
27,0.9992184638977051
28,0.9990966320037842
29,0.9991078972816467
30,0.9990701079368591
31,0.999356210231781
