date,close
1,0.19333982467651367
2,0.3575855493545532
3,0.752164363861084
4,0.7056355476379395
5,0.26876163482666016
6,0.422078937292099
7,0.6711853742599487
8,0.52141934633255
9,0.6068443059921265
10,0.7039635181427002
11,0.7107535600662231
12,0.8259398937225342
13,0.8898293375968933
14,0.712041974067688
15,0.8700438737869263
16,0.6927295327186584
17,0.6592548489570618
18,0.8540051579475403
19,0.8727467656135559
20,0.9048891067504883
21,0.9298190474510193
22,0.9418703317642212
23,0.9309642314910889
24,0.9488802552223206
25,0.9658880233764648
26,0.9542291164398193
27,0.8578184843063354
28,0.936942994594574
29,0.5861871838569641
30,0.8127620220184326
31,0.894396960735321
32,0.8512583374977112
33,0.8583768606185913
34,0.7801504135131836
35,0.8859837055206299
36,0.8898223638534546
37,0.8958936333656311
38,0.9327486753463745
39,0.9460709691047668
40,0.9417092800140381
41,0.8361597657203674
42,0.7657735347747803
43,0.78408282995224
44,0.8747970461845398
