date,close
1,0.49628862738609314
2,0.36671948432922363
3,0.6479793787002563
4,0.7094656229019165
5,0.5863655805587769
6,0.8157207369804382
7,0.884164035320282
8,0.8978449106216431
9,0.9350601434707642
10,0.9162789583206177
11,0.9092372059822083
12,0.942443311214447
13,0.9648004770278931
14,0.9781466126441956
15,0.9770834445953369
16,0.9778377413749695
17,0.970385730266571
18,0.9716141819953918
19,0.9765915870666504
20,0.964185893535614
21,0.8672741651535034
22,0.9569197297096252
23,0.9730649590492249
