date,close
1,0.7521322965621948
2,0.8319351673126221
3,0.9115655422210693
4,0.9484733939170837
5,0.9606600999832153
6,0.9493847489356995
7,0.9510688781738281
8,0.9706365466117859
9,0.9718351364135742
10,0.9728112816810608
11,0.970454216003418
12,0.9743161797523499
13,0.9374176263809204
14,0.9582895636558533
15,0.946240246295929
16,0.9561440944671631
17,0.8582513332366943
18,0.775886058807373
19,0.843947172164917
20,0.9144777059555054
21,0.5050555467605591
22,0.691666305065155
23,0.833506166934967
