date,close
1,0.24444711208343506
2,0.5831055045127869
3,0.7504063248634338
4,0.8406044840812683
5,0.8621552586555481
6,0.9028811454772949
7,0.8891944289207458
8,0.9341278076171875
9,0.937049925327301
10,0.9301074147224426
11,0.9229353070259094
12,0.9245927333831787
13,0.8671591281890869
14,0.9337403774261475
15,0.9177454113960266
16,0.8129033446311951
17,0.8888248205184937
18,0.9315259456634521
19,0.8912882208824158
20,0.9204931855201721
21,0.5783287882804871
22,0.8543856739997864
23,0.7714970707893372
24,0.8610590696334839
25,0.827910304069519
26,0.8706768155097961
27,0.8800763487815857
28,0.9073415994644165
29,0.9140104651451111
30,0.9438815116882324
31,0.9356191754341125
32,0.9645999670028687
33,0.9566259384155273
34,0.971785306930542
35,0.9729751944541931
36,0.9734897613525391
37,0.9726964235305786
38,0.9874066710472107
39,0.9820449352264404
40,0.9812148809432983
41,0.9836519956588745
42,0.9842744469642639
43,0.9915114045143127
44,0.9920961856842041
45,0.9882472157478333
46,0.9932043552398682
47,0.9916433095932007
48,0.992122232913971
