date,close
1,0.47661709785461426
2,0.6697618961334229
3,0.7944753766059875
4,0.5174878835678101
5,0.6688109636306763
6,0.8986251950263977
7,0.9515887498855591
8,0.8565592169761658
9,0.927544116973877
10,0.955901026725769
11,0.9631558656692505
12,0.9711743593215942
13,0.9588298797607422
14,0.9507049918174744
15,0.9610999226570129
16,0.9543453454971313
17,0.8881414532661438
18,0.7525321245193481
19,0.5404856204986572
20,0.4033093750476837
21,0.3325848877429962
22,0.2170691192150116
23,0.25660672783851624
24,0.23030780255794525
25,0.21086090803146362
26,0.19160616397857666
