date,close
1,0.24797987937927246
2,0.13594494760036469
3,0.11631005257368088
4,0.11040575057268143
5,0.11184842139482498
6,0.3936924934387207
7,0.6153042912483215
8,0.40413472056388855
9,0.17913563549518585
10,0.40926286578178406
11,0.5304073691368103
12,0.645593523979187
13,0.7985851764678955
14,0.8849425911903381
15,0.9601360559463501
16,0.9628974199295044
17,0.981956958770752
18,0.9866499304771423
19,0.9906903505325317
20,0.992373526096344
21,0.9943522214889526
22,0.9959761500358582
23,0.9947783946990967
24,0.9948339462280273
25,0.9938276410102844
26,0.9953580498695374
27,0.9971545934677124
28,0.9979299306869507
29,0.9980853796005249
