date,close
1,0.19333982467651367
2,0.3870062530040741
3,0.8031781911849976
4,0.8842765092849731
5,0.9108543395996094
6,0.9478471279144287
7,0.9634768962860107
8,0.9841181039810181
9,0.9854413866996765
10,0.9913082718849182
11,0.9858534336090088
12,0.9919934272766113
13,0.9902626276016235
14,0.9913040399551392
15,0.9885446429252625
16,0.9806904196739197
17,0.9828811883926392
18,0.9701457619667053
19,0.946185827255249
20,0.8897190093994141
21,0.9244714975357056
22,0.7257710099220276
23,0.5871963500976562
24,0.7105311751365662
25,0.5899161100387573
26,0.7769137620925903
27,0.5624172687530518
28,0.3246989846229553
29,0.20169693231582642
30,0.15803726017475128
31,0.11064201593399048
32,0.14796917140483856
