date,close
1,0.9419694542884827
2,0.985392153263092
3,0.9947543144226074
4,0.9973269701004028
5,0.9980560541152954
6,0.99834144115448
7,0.9988792538642883
8,0.9990943670272827
9,0.9990018010139465
10,0.9989626407623291
11,0.9989043474197388
12,0.9990466237068176
13,0.9992055296897888
14,0.9992056488990784
15,0.9993307590484619
16,0.9993570446968079
17,0.9993488192558289
18,0.9992179870605469
19,0.998674750328064
20,0.9992386102676392
21,0.9991133809089661
22,0.9989314675331116
23,0.9989786148071289
24,0.9989041090011597
25,0.9990153312683105
26,0.9988780617713928
